       step,          time,       molecule,  site,   Z,  type,       mass,         charge,          x,             y,             z,             fx,            fy,            fz,            vx,            vy,            vz
              9,  0.890000E-01,     157,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.728663E+01,  0.186638E+01, -0.887697E+01,  0.530850E+01,  0.178462E+01,  0.786175E+01,  0.629362E+00,  0.743279E+01, -0.147369E+02
              9,  0.890000E-01,     157,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.840689E+01,  0.281943E+01, -0.936800E+01, -0.415910E+01,  0.222800E+01,  0.980245E+01, -0.845853E+01,  0.127953E+02,  0.141835E+02
              9,  0.890000E-01,     158,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.537143E+01,  0.119402E+01, -0.293338E+01, -0.113101E+02,  0.322497E+01,  0.137607E+02,  0.755584E+01,  0.327820E+01,  0.501839E+01
              9,  0.890000E-01,     158,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.473251E+01,  0.139957E+01, -0.363183E+01,  0.955411E+01,  0.290687E+01, -0.563955E+01,  0.154478E+02,  0.264866E+02,  0.808971E+01
              9,  0.890000E-01,     158,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.621575E+01,  0.126480E+01, -0.345664E+01,  0.976376E+01, -0.907356E+01, -0.304660E+00,  0.137177E+02,  0.168824E+02,  0.392156E+01
              9,  0.890000E-01,     159,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.652881E+01,  0.138131E+01, -0.741403E+01,  0.511400E+01, -0.864590E+01,  0.176017E+02,  0.602555E+01,  0.217223E+01,  0.733173E+01
              9,  0.890000E-01,     159,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.651332E+01,  0.386778E+00, -0.742944E+01, -0.455598E+01,  0.844130E+01, -0.691904E+01,  0.110080E+02,  0.384552E+01,  0.116875E+02
              9,  0.890000E-01,     159,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.677190E+01,  0.148346E+01, -0.645923E+01, -0.344445E+01,  0.405886E+01, -0.706919E+01,  0.487454E+01, -0.457915E+01,  0.927006E+01
              9,  0.890000E-01,     160,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.798806E+01,  0.922940E+01,  0.624568E+01,  0.520037E+01, -0.418258E+01, -0.165769E+02,  0.987090E+01,  0.625144E+01,  0.455075E+01
              9,  0.890000E-01,     160,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.768007E+01,  0.893661E+01,  0.535649E+01, -0.333440E+01, -0.284074E+01,  0.987855E+01,  0.822710E+01,  0.799309E+01,  0.164390E+02
              9,  0.890000E-01,     160,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.746263E+01,  0.100381E+02,  0.634154E+01,  0.456968E+01,  0.794188E+01,  0.281832E+01,  0.179544E+02,  0.273790E+01,  0.926907E+01
              9,  0.890000E-01,     161,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.412267E+01,  0.985258E+01, -0.388699E+01, -0.192830E+02, -0.228335E+02,  0.340067E+01,  0.361690E+01,  0.676272E+01,  0.578322E+01
              9,  0.890000E-01,     161,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.344689E+01,  0.980424E+01, -0.315576E+01,  0.114922E+02,  0.982508E+00, -0.134077E+02, -0.692834E+00,  0.122932E+02,  0.336127E+01
              9,  0.890000E-01,     161,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.396333E+01,  0.895588E+01, -0.431138E+01,  0.506455E+01,  0.194348E+02,  0.805236E+01,  0.452567E+01,  0.123143E+02, -0.262043E+01
              9,  0.890000E-01,     162,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.911253E+01, -0.673969E+01, -0.408692E+01,  0.131742E+02, -0.752197E+00,  0.269579E+02,  0.792020E+01,  0.436168E+01,  0.727273E+01
              9,  0.890000E-01,     162,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.831599E+01, -0.619970E+01, -0.422668E+01, -0.639605E+01,  0.385473E+01,  0.179163E+01,  0.690346E+01, -0.997877E+01,  0.102515E+02
              9,  0.890000E-01,     162,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.930689E+01, -0.660465E+01, -0.309718E+01, -0.947895E+01, -0.270952E+01, -0.308142E+02,  0.992570E+00,  0.221544E+02, -0.675513E+01
              9,  0.890000E-01,     163,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.852786E+00, -0.995038E+01, -0.560678E+01, -0.305899E+01, -0.391216E+01, -0.304458E+01,  0.363065E+01, -0.597267E+00,  0.753674E+01
              9,  0.890000E-01,     163,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.175452E+00, -0.929252E+01, -0.586194E+01,  0.147131E+01,  0.443745E+01, -0.298224E+01,  0.177551E+02, -0.378548E+01,  0.190632E+02
              9,  0.890000E-01,     163,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.250202E+00,  0.104161E+02, -0.515422E+01,  0.439312E+01,  0.373226E+01,  0.391016E+01,  0.530922E+01, -0.126201E+02, -0.394027E+01
              9,  0.890000E-01,     164,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.104286E+02, -0.546784E+01, -0.618329E+01,  0.717324E+01, -0.204786E+02,  0.374805E+00,  0.842717E+01,  0.806913E+01,  0.626729E+01
              9,  0.890000E-01,     164,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.100027E+02, -0.601347E+01, -0.548077E+01,  0.127491E+01,  0.364504E+01, -0.320167E+01,  0.321224E+01,  0.485631E+01, -0.368108E+01
              9,  0.890000E-01,     164,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.101662E+02, -0.458221E+01, -0.588641E+01, -0.586846E+01,  0.963479E+01,  0.204623E+01, -0.926479E+01,  0.122886E+02,  0.948140E+01
              9,  0.890000E-01,     165,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.829047E+01,  0.370382E+01, -0.740586E+01,  0.125749E+02, -0.212100E+02,  0.157585E+02,  0.704084E+01,  0.188059E+01,  0.274502E+01
              9,  0.890000E-01,     165,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.789935E+01,  0.354500E+01, -0.649520E+01, -0.100645E+02,  0.279702E+01, -0.137934E+02, -0.600333E+00,  0.398019E+00,  0.255112E-01
              9,  0.890000E-01,     165,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.835494E+01,  0.465815E+01, -0.738912E+01, -0.468803E+01,  0.207477E+02, -0.294528E+01,  0.105561E+02,  0.294690E+01,  0.985327E+01
              9,  0.890000E-01,     166,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.973837E+01, -0.214627E+01, -0.120184E+00, -0.124165E+02,  0.337870E+01,  0.755005E+00,  0.466065E+01,  0.450605E+01,  0.662769E+01
              9,  0.890000E-01,     166,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.891794E+01, -0.181243E+01,  0.333067E+00,  0.585077E+01, -0.513227E+01, -0.229671E+01,  0.187899E+02,  0.143213E+02,  0.543747E+01
              9,  0.890000E-01,     166,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.104098E+02, -0.160163E+01,  0.311094E+00,  0.965594E+01,  0.520486E+01,  0.456990E+01, -0.574518E+00,  0.244823E+02, -0.455952E+00
              9,  0.890000E-01,     167,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.182582E+01,  0.934040E+01, -0.220147E+01, -0.131621E+02, -0.105698E+02,  0.700183E+01,  0.808387E+01,  0.658000E+01,  0.413577E+01
              9,  0.890000E-01,     167,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.952225E+00,  0.968546E+01, -0.188361E+01,  0.922550E+01, -0.245717E+01, -0.625891E+01,  0.326734E+01,  0.141901E+02, -0.231856E+01
              9,  0.890000E-01,     167,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.154398E+01,  0.839084E+01, -0.241108E+01,  0.101007E+02,  0.197610E+02, -0.899912E+00, -0.741355E+01,  0.915903E+00,  0.170627E+02
              9,  0.890000E-01,     168,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.510900E+00,  0.820734E+01,  0.823086E+01, -0.191115E+01,  0.751692E+01, -0.874186E+01,  0.228203E+01,  0.373260E+01,  0.406127E+01
              9,  0.890000E-01,     168,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.390601E+00,  0.724775E+01,  0.838550E+01, -0.310429E+01, -0.329165E+01,  0.328485E+01,  0.434719E+01,  0.465326E+01,  0.176992E+02
              9,  0.890000E-01,     168,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.842027E-01,  0.859416E+01,  0.902443E+01,  0.861549E+00, -0.362494E+01,  0.443127E+01,  0.989403E+01,  0.119202E+02,  0.194823E+02
              9,  0.890000E-01,     169,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.381340E+01, -0.762271E+01, -0.268964E+01,  0.126021E+02, -0.392143E+02,  0.831629E+01,  0.851991E+01,  0.416735E+01,  0.667910E+01
              9,  0.890000E-01,     169,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.347830E+01, -0.677132E+01, -0.296641E+01, -0.856362E+01,  0.175675E+02, -0.130816E+02,  0.774168E+01,  0.103166E+02, -0.485263E+01
              9,  0.890000E-01,     169,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.362845E+01, -0.817917E+01, -0.350853E+01,  0.104055E+01,  0.186569E+02,  0.123563E+02,  0.538878E+01,  0.698088E+01, -0.145424E+02
              9,  0.890000E-01,     170,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.677408E+00,  0.870559E+01,  0.573020E+01,  0.128010E+02,  0.194565E+01,  0.104468E+02,  0.437569E+01,  0.603639E+01,  0.374121E+01
              9,  0.890000E-01,     170,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.177132E+00,  0.859327E+01,  0.657766E+01, -0.163778E+01,  0.111155E+01, -0.757625E+01,  0.172233E+01,  0.113573E+02,  0.192044E+02
              9,  0.890000E-01,     170,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.156938E+01,  0.853903E+01,  0.606390E+01, -0.125921E+02, -0.360388E+01, -0.100759E+01,  0.605423E+01,  0.750944E+01,  0.839201E+01
              9,  0.890000E-01,     171,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.691425E+01,  0.856167E+00,  0.486837E+01,  0.520160E+02, -0.477525E+01,  0.302947E+02,  0.688619E+01,  0.257865E+01,  0.714722E+01
              9,  0.890000E-01,     171,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.648301E+01,  0.166596E+01,  0.510964E+01, -0.122617E+02,  0.152159E+02,  0.337537E+00,  0.330434E+01, -0.198649E+02,  0.433435E+01
              9,  0.890000E-01,     171,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.776758E+01,  0.988740E+00,  0.542960E+01, -0.337125E+02, -0.103777E+02, -0.282279E+02, -0.645302E+00,  0.268011E+01,  0.107530E+02
              9,  0.890000E-01,     172,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.468747E+01,  0.297098E+01, -0.848164E+01,  0.995578E+01, -0.288271E+01,  0.571525E+01,  0.613406E+01,  0.237687E+01,  0.474201E+01
              9,  0.890000E-01,     172,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.540336E+01,  0.240386E+01, -0.806980E+01, -0.108031E+02,  0.541218E+01, -0.489271E+01,  0.154727E+01,  0.860718E+01,  0.975248E+01
              9,  0.890000E-01,     172,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.401469E+01,  0.229123E+01, -0.866911E+01, -0.115875E+01, -0.635721E+01, -0.308250E+00,  0.159057E+02,  0.233259E+01,  0.140401E+02
              9,  0.890000E-01,     173,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.638832E+01, -0.246488E+01,  0.838487E+00,  0.429776E+01, -0.665120E+01, -0.140169E+02,  0.564141E+01,  0.870178E+01,  0.570623E+01
              9,  0.890000E-01,     173,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.593490E+01, -0.192700E+01,  0.150801E+00, -0.548741E+01, -0.473406E+01,  0.811630E+01,  0.155072E+01,  0.801423E+01, -0.312105E+01
              9,  0.890000E-01,     173,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.656214E+01, -0.182524E+01,  0.154584E+01,  0.381609E+01,  0.858648E+01,  0.784632E+01,  0.651011E+01, -0.161442E+02, -0.216309E+01
              9,  0.890000E-01,     174,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.207787E+01, -0.296010E+01, -0.386653E+00,  0.734257E+01,  0.110393E+02, -0.270460E+01,  0.393215E+01,  0.574961E+01,  0.658650E+01
              9,  0.890000E-01,     174,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.115631E+01, -0.291860E+01, -0.759338E+00, -0.149960E+02, -0.408708E+00, -0.251709E+01,  0.854119E+01, -0.571240E+01, -0.287846E+01
              9,  0.890000E-01,     174,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.235086E+01, -0.201370E+01, -0.463857E+00,  0.518066E+01, -0.469320E+01,  0.292319E+01, -0.107771E+00, -0.444915E+01,  0.297435E+01
              9,  0.890000E-01,     175,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.872480E+01,  0.646862E+01, -0.755254E+01,  0.641684E+01, -0.166627E+02, -0.947132E+01,  0.580546E+01,  0.438085E+01,  0.538552E+01
              9,  0.890000E-01,     175,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.832616E+01,  0.724675E+01, -0.716850E+01, -0.986493E+00,  0.115800E+02,  0.926275E+01,  0.859423E+01,  0.247153E+01, -0.193390E+01
              9,  0.890000E-01,     175,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.963019E+01,  0.646650E+01, -0.720402E+01, -0.851129E+01,  0.496418E+01,  0.797718E+00,  0.462643E+01,  0.182469E+02,  0.145480E+02
              9,  0.890000E-01,     176,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.301041E+01, -0.405835E+01,  0.465599E+01, -0.345691E+01,  0.117365E+02,  0.512824E+01,  0.203755E+01,  0.836429E+01,  0.641376E+01
              9,  0.890000E-01,     176,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.231406E+01, -0.365033E+01,  0.408850E+01, -0.453943E-01, -0.935634E+01,  0.441059E+01,  0.886900E+00,  0.141678E+02, -0.205357E+01
              9,  0.890000E-01,     176,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.310919E+01, -0.331393E+01,  0.532142E+01,  0.386272E+01, -0.102923E+02, -0.114185E+02, -0.712728E+00, -0.145713E+02,  0.126663E+01
              9,  0.890000E-01,     177,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.991704E+01,  0.843980E+01,  0.304512E+01, -0.478170E+01, -0.247905E+01, -0.669212E+01,  0.599565E+01,  0.324784E+01,  0.589547E+01
              9,  0.890000E-01,     177,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.902252E+01,  0.880054E+01,  0.284180E+01,  0.584983E+01, -0.490554E+00,  0.137699E+01,  0.118677E+02,  0.714362E+01, -0.407918E+01
              9,  0.890000E-01,     177,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.101828E+02,  0.809958E+01,  0.216170E+01, -0.371265E+01,  0.500460E+01,  0.135517E+01,  0.526745E+01,  0.143027E+02,  0.795494E+01
              9,  0.890000E-01,     178,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.157658E+01,  0.627020E+01,  0.292094E+00, -0.625807E+01,  0.626615E+01,  0.100181E+02,  0.806864E+01,  0.678966E+01,  0.693624E+01
              9,  0.890000E-01,     178,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.190742E+01,  0.672058E+01,  0.112201E+01,  0.695074E+01, -0.896952E+01, -0.786217E+01,  0.109967E+02,  0.651166E+01, -0.104787E+02
              9,  0.890000E-01,     178,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.183696E+01,  0.695066E+01, -0.359186E+00, -0.114982E+01,  0.667635E+00,  0.140408E+00,  0.712266E+01,  0.111342E+02,  0.100159E+01
              9,  0.890000E-01,     179,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.813360E+01, -0.100936E+02, -0.219596E+01, -0.238674E+02, -0.111527E+02,  0.343129E+02,  0.663193E+01,  0.724846E+01,  0.907966E+01
              9,  0.890000E-01,     179,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.902257E+01, -0.102563E+02, -0.174467E+01,  0.261231E+02, -0.461167E+00, -0.117728E+02,  0.494069E+01,  0.133743E+02,  0.137053E+01
              9,  0.890000E-01,     179,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.843983E+01, -0.967535E+01, -0.300160E+01, -0.905923E+01,  0.116128E+02, -0.204567E+02,  0.730476E+01, -0.789426E+00,  0.182124E+01
              9,  0.890000E-01,     180,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.896958E+01, -0.930133E+01,  0.664818E+01, -0.208948E+02,  0.140941E+02,  0.121208E+02,  0.662936E+01,  0.830101E+01,  0.798788E+01
              9,  0.890000E-01,     180,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.954343E+01, -0.994700E+01,  0.621019E+01,  0.147957E+02, -0.915726E+01, -0.112560E+02, -0.316013E+01, -0.198679E+01,  0.167110E+02
              9,  0.890000E-01,     180,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.881604E+01, -0.866637E+01,  0.590435E+01,  0.640246E+01, -0.813503E+01,  0.372066E+01,  0.398866E+01,  0.161287E+02,  0.434698E+01
              9,  0.890000E-01,     181,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.462286E+01, -0.880961E+01, -0.323611E+01, -0.142744E+02, -0.556763E+01, -0.137402E+02,  0.528466E+01,  0.645341E+01,  0.611867E+01
              9,  0.890000E-01,     181,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.512395E+01, -0.797126E+01, -0.321113E+01, -0.315322E+01,  0.126748E+01, -0.230772E+01, -0.240545E+01,  0.455170E+01,  0.232871E+02
              9,  0.890000E-01,     181,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.403702E+01, -0.869027E+01, -0.248694E+01,  0.156646E+02,  0.255872E+01,  0.153911E+02,  0.998646E+01,  0.687296E+01,  0.480469E+01
              9,  0.890000E-01,     182,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.455643E+01,  0.838163E+01, -0.790332E+01, -0.403834E+01, -0.199837E+02,  0.163968E+02,  0.566356E+01,  0.499591E+01,  0.263277E+01
              9,  0.890000E-01,     182,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.420425E+01,  0.844795E+01, -0.879005E+01,  0.688382E+01,  0.881776E+01, -0.173820E+02, -0.272264E+01,  0.163671E+02, -0.134080E+02
              9,  0.890000E-01,     182,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.468475E+01,  0.931755E+01, -0.765021E+01,  0.287765E+01,  0.800820E+01, -0.355337E+01,  0.113031E+02,  0.132791E+02,  0.231223E+01
              9,  0.890000E-01,     183,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.700478E+01, -0.782153E+01,  0.465909E+00, -0.139734E+02,  0.335438E+01,  0.419355E+02,  0.497532E+01,  0.740725E+01,  0.777746E+01
              9,  0.890000E-01,     183,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.702165E+01, -0.807591E+01,  0.144452E+01, -0.591045E+01,  0.179489E+01, -0.265290E+02,  0.121571E+02,  0.154481E+02, -0.351431E+01
              9,  0.890000E-01,     183,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.790655E+01, -0.808209E+01,  0.245420E+00,  0.158745E+02, -0.751073E+01, -0.798124E+01, -0.827120E+01,  0.187919E+02,  0.100739E+01
              9,  0.890000E-01,     184,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.103987E+02,  0.100523E+02,  0.534232E+01,  0.185255E+02,  0.125164E+01,  0.240521E+02,  0.632180E+01,  0.726918E+01,  0.320522E+01
              9,  0.890000E-01,     184,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.951310E+01,  0.966316E+01,  0.560813E+01, -0.211817E+02,  0.926113E+01, -0.280339E+01,  0.239383E+01,  0.118516E+01,  0.240832E+02
              9,  0.890000E-01,     184,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.104874E+02,  0.976243E+01,  0.444494E+01, -0.284508E+01, -0.113785E+02, -0.204244E+02,  0.540930E+01, -0.337899E+00,  0.113413E+02
              9,  0.890000E-01,     185,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.527738E+01,  0.102235E+02,  0.989668E+01,  0.578374E+01, -0.253380E+01,  0.467137E+01,  0.572562E+01,  0.567513E+01,  0.521218E+01
              9,  0.890000E-01,     185,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.504370E+01,  0.103352E+02,  0.894929E+01,  0.385097E+01, -0.199917E+01,  0.198481E+01,  0.112978E+02,  0.754754E+01,  0.574885E+00
              9,  0.890000E-01,     185,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.452615E+01,  0.964988E+01,  0.102057E+02, -0.494647E+01,  0.590214E+01, -0.592484E+01,  0.126482E+02,  0.134469E+02,  0.840205E+00
              9,  0.890000E-01,     186,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.496811E+01, -0.209476E+01, -0.285367E+01, -0.182462E+02, -0.242155E+02,  0.208009E+01,  0.365596E+01,  0.161876E+01,  0.512603E+01
              9,  0.890000E-01,     186,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.436233E+01, -0.134343E+01, -0.299045E+01, -0.373794E+01,  0.579417E+01, -0.174498E+01,  0.254847E+01,  0.156520E+02,  0.629262E+01
              9,  0.890000E-01,     186,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.581836E+01, -0.166310E+01, -0.279729E+01,  0.189929E+02,  0.147483E+02,  0.131975E+00, -0.242800E+01,  0.746560E+01,  0.163825E+01
              9,  0.890000E-01,     187,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.972509E+01, -0.326106E+01,  0.600735E+01, -0.421769E+01,  0.808967E+01,  0.235108E+00,  0.617918E+01,  0.514514E+01,  0.908745E+01
              9,  0.890000E-01,     187,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.101929E+02, -0.408333E+01,  0.579881E+01,  0.465604E+00, -0.681643E+01, -0.467629E+01, -0.605700E+01,  0.235951E+02,  0.991444E+01
              9,  0.890000E-01,     187,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.887202E+01, -0.341305E+01,  0.554630E+01,  0.154375E+01, -0.301353E+01,  0.549206E+01,  0.508869E+01,  0.468439E+01,  0.950396E+01
              9,  0.890000E-01,     188,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.314821E+01, -0.995620E-01, -0.323739E+01,  0.139810E+02,  0.832582E+00, -0.481888E+01,  0.479144E+01,  0.673575E+01,  0.418857E+01
              9,  0.890000E-01,     188,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.241189E+01, -0.931625E-01, -0.260812E+01, -0.136644E+02, -0.366087E+01,  0.406501E+01,  0.177662E+02,  0.242890E+02,  0.607115E+01
              9,  0.890000E-01,     188,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.363147E+01,  0.684984E+00, -0.289266E+01,  0.588895E+00,  0.350326E+01, -0.304066E+01,  0.804070E+01, -0.800798E+01, -0.102115E+02
              9,  0.890000E-01,     189,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00,  0.612778E+01, -0.868341E+01,  0.944421E+01,  0.179210E+02, -0.407843E+01,  0.138301E+01,  0.645113E+01,  0.668595E+01,  0.586955E+01
              9,  0.890000E-01,     189,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.707595E+01, -0.839581E+01,  0.934440E+01, -0.913421E+01, -0.756925E+01,  0.135985E+01, -0.333200E+01,  0.209913E+01,  0.719905E+01
              9,  0.890000E-01,     189,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00,  0.570872E+01, -0.782004E+01,  0.948396E+01, -0.831110E+01,  0.157930E+02,  0.152227E+01, -0.151270E+01,  0.448441E+00,  0.550435E+01
              9,  0.890000E-01,     190,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.626448E+01, -0.649472E+01, -0.301022E+01,  0.740458E+01,  0.231117E+01,  0.110763E+02,  0.624116E+01,  0.414830E+01,  0.768062E+01
              9,  0.890000E-01,     190,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.625998E+01, -0.646955E+01, -0.202405E+01,  0.304968E+01, -0.344498E+01, -0.262649E+01,  0.103073E+01,  0.546895E+01, -0.268055E+01
              9,  0.890000E-01,     190,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.721587E+01, -0.635180E+01, -0.313305E+01, -0.766411E+01, -0.665040E+00, -0.552947E+01,  0.178526E+02, -0.369251E+01,  0.728649E+01
              9,  0.890000E-01,     191,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.841182E+01,  0.740659E+01, -0.335301E+01,  0.630408E+00, -0.664735E+00,  0.121055E+02,  0.577552E+01,  0.395798E+01,  0.370605E+01
              9,  0.890000E-01,     191,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.812800E+01,  0.757285E+01, -0.426079E+01, -0.264061E+00,  0.592972E+01, -0.590793E+01,  0.374577E+01,  0.514267E+01,  0.553086E+01
              9,  0.890000E-01,     191,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.909479E+01,  0.810957E+01, -0.321693E+01,  0.400215E+00, -0.506876E+01, -0.816744E+01,  0.302741E+01, -0.655143E+00,  0.834038E+01
              9,  0.890000E-01,     192,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.902053E+01, -0.628328E+01, -0.302702E+01,  0.900652E+01,  0.749102E+01, -0.393415E+00,  0.948236E+01,  0.655860E+01,  0.152080E+01
              9,  0.890000E-01,     192,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.911546E+01, -0.711536E+01, -0.350788E+01, -0.461859E+01, -0.624997E+01, -0.163655E+01,  0.932086E-01, -0.345789E-01,  0.621085E+01
              9,  0.890000E-01,     192,       3,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.972190E+01, -0.635960E+01, -0.235172E+01, -0.511942E+01, -0.119810E+01,  0.158185E+01,  0.700232E+01, -0.214481E+01,  0.235659E+02
              9,  0.890000E-01,     193,       1,    8, OCTIP3,  0.159994E+02, -0.834000E+00, -0.893741E+01, -0.966542E+01, -0.947226E+01, -0.298660E+02, -0.131575E+01, -0.201177E+01,  0.253176E+01,  0.681950E+01,  0.511510E+01
              9,  0.890000E-01,     193,       2,    1, HCTIP3,  0.100790E+01,  0.417000E+00, -0.897787E+01, -0.877374E+01, -0.987056E+01,  0.867388E+01,  0.590614E+01, -0.235130E+01,  0.731052E+01,  0.635143E+01,  0.571177E+01
